"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1960",,,"1668",,"1668","0","110","0","72","0","24",,"10","0","0","0","104","0","16","0","195","0","52","0","5","0,1222,+","7",",0,0219,+","7.4",",0,0218,","3.42",",0,0616,","99","0,0907,+","30","0,1104","28","0,1107","20","0,1111","20","0,1111","15","0,1213","28","0,0410","28","0,0410","23","0,0325","19","0,0314","12","0,0306","4273",,"4273","0","42.45",",0",,,"38.7",",0","57.4","0","68.0","0","46.8","0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1961",,,"1371",,"1371","0","131","0","89","0","8",,"3","0","1","0","66","0","8","0","196","0","41","0","-1","0,0128,","2",",0,0121,","1.5",",0,0225,+","2.44",",0,1209,","94","0,0924,+","27","0,1027","27","0,1027","22","0,1129","20","0,1130","12","0,1228","30","0,0411","24","0,0226","24","0,0226","19","0,0205","13","0,0204","3948",,"3948","0","44.96",",0",,,"6.9",",0","58.4","0","69.2","0","47.5","0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1962",,,"1811",,"1811","0","109","0","76","0","9",,"5","0","5","0","84","0","10","0","194","0","74","0","-7","0,1213,","4",",0,1225,","4.7",",0,1224,","5.09",",0,0913,","101","0,0819,","30","0,1026","25","0,1106","23","0,1206","18","0,1210","3","0,1211","29","0,0416","26","0,0318","11","0,0207","11","0,0207","11","0,0207","3813",,"3813","0","57.57",",0",,,"12.9",",0","58.9","0","69.7","0","48.0","0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1963",,,"1549",,"1549","0","97","0","63","0","15",,"9","0","4","0","93","0","24","0","207","0","37","0","-15","0,0124,","7",",0,1224,+","6.2",",0,0123,","4.10",",0,0828,","96","0,0806,+","31","0,1102","25","0,1103","24","0,1115","16","0,1214","16","0,1214","28","0,0323","28","0,0323","7","0,0227","7","0,0227","7","0,0227","4173",,"4173","0","44.37",",0",,,"28.7",",0","57.8","0","69.3","0","46.2","0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1964",,,"1651",,"1651","0","112","0","74","0","4",,"2","0","0","0","82","0","5","0","204","0","67","0","8","0,1218,","9",",0,0101,","4.4",",0,0101,","1.87",",0,0928,","101","0,0804,","31","0,1020","21","0,1121","21","0,1121","15","0,1122","15","0,1122","32","0,0409","21","0,0330","21","0,0330","20","0,0229","15","0,0223","3903",,"3903","0","45.00",",0",,,"9.2",",0","59.4","0","70.6","0","48.2","0",,,,,,,,,,,,,,,,,,,,,,
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1965",,,"1743",,"1743","0","114","0","72","0","6",,"4","0","0","0","80","0","8","0","204","0","38","0","2","0,0131,","2",",0,0225,","1.7",",0,0305,","1.94",",0,0930,","98","0,0724,","32","0,1024","26","0,1129","18","0,1130","18","0,1130","16","0,1201","31","0,0327","28","0,0322","16","0,0321","16","0,0321","16","0,0321","3773",,"3773","0","39.68",",0","59.8","X","7.4",",0","59.7","0","70.3","0","49.1","0","164298",",X",,,,,,,,,"315","X",,,,,,,,,"48.1","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1966",,,"1515",,"1515","0","107","0","80","0","18",,"4","0","3","0","76","0","13","0","192","0","40","0","-6","0,0130,","8",",0,0123,","7.5",",0,0122,","2.26",",0,1209,","103","0,0714,+","31","0,1102","25","0,1103","22","0,1104","15","0,1224","15","0,1224","29","0,0410","22","0,0329","22","0,0329","10","0,0205","10","0,0205","3715",,"3715","0","41.94",",0","56.8","X","22.9",",0","58.3","0","68.6","0","47.9","0","156102",",X",,,,,,,,,"315","X",,,,,,,,,"50.1","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1967",,,"1311",,"1311","0","114","0","82","0","5",,"4","0","0","0","82","0","6","0","211","0","20","0","5","0,0225,","4",",0,1228,","4.9",",0,1231,","3.65",",0,0306,","95","0,0618,","31","0,1104","24","0,1105","24","0,1105","19","0,1106","15","0,1128","30","0,0322","24","0,0319","24","0,0319","20","0,0318","8","0,0226","3441",,"3441","0","45.23",",0","61.2","X","9.6",",0","58.7","0","69.5","0","47.9","0","165504",",X",,,,,,,,,"225","X",,,,,,,,,"36.0","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1968",,,"1485",,"1485","0","113","0","77","0","11",,"6","0","0","0","100","0","10","0","199","0","46","0","4","0,0108,","7",",0,0323,","8.2",",0,0322,","3.10",",0,1127,","99","0,0823,","32","0,1005","27","0,1026","19","0,1113","19","0,1113","16","0,1214","27","0,0325","27","0,0325","15","0,0324","15","0,0324","15","0,0324","4329",,"4329","0","43.95",",0","55.2","X","18.6",",0","57.3","0","68.5","0","46.0","0","149652",",X",,,,,,,,,"225","X",,,,,,,,,"42.1","X"
"USW00013897","NASHVILLE INTERNATIONAL AIRPORT, TN US","36.11889","-86.68917","182.9","1969",,,"1766",,"1766","0","126","0","85","0","7",,"6","0","0","0","87","0","4","0","193","0","59","0","5","0,0105,","6",",0,0216,","5.2",",0,0215,","2.18",",0,1229,","100","0,0711,","32","0,1018","19","0,1114","19","0,1114","19","0,1114",,,"27","0,0331","27","0,0331","23","0,0314","17","0,0312","16","0,0112","4021",,"4021","0","47.29",",0","58.7","X","20.7",",0","58.5","0","69.2","0","47.9","0","162084",",X",,,,,,,,,"270","X",,,,,,,,,"42.1","X"
